LOAD,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,w11,w12,w13,w14,w15,w16,w17,w18,w19,w20,w21,w22,w23,w24,w25,heure,date
132.9,50,48,47,48,52,49,52,52,43,50,43,45,45,53,45,52,46,54,48,50,46,54,46,48,48,8,2005-03-22
118.9,55,52,48,51,55,52,55,55,45,54,47,52,50,55,49,56,48,56,46,54,49,57,52,50,51,9,2005-03-22
108.2,58,54,49,52,59,52,59,63,48,57,49,54,54,55,51,59,50,57,50,58,49,59,55,53,56,10,2005-03-22
100.3,61,57,49,52,61,55,61,64,55,60,52,55,59,57,55,57,50,58,54,61,52,61,59,56,58,11,2005-03-22
94.2,63,59,46,53,66,55,62,68,55,63,55,56,59,59,58,59,52,61,57,65,54,64,63,58,60,12,2005-03-22
90.7,65,63,43,54,66,57,62,68,48,68,56,56,60,60,58,58,52,62,59,64,54,64,64,60,64,13,2005-03-22
88.3,66,63,42,56,66,55,63,68,46,66,58,56,61,60,62,57,54,61,57,63,55,64,64,63,63,14,2005-03-22
88,66,64,42,57,64,54,60,68,45,66,58,56,61,60,60,57,54,60,55,62,53,64,64,62,64,15,2005-03-22
92.6,66,61,43,57,61,53,57,64,45,64,57,57,61,59,60,57,54,59,55,62,52,64,64,62,63,16,2005-03-22
104.6,64,57,43,51,59,50,55,63,45,63,57,57,59,54,60,57,48,59,55,61,49,61,63,61,62,17,2005-03-22
123.9,62,54,44,49,57,48,54,61,45,61,56,57,59,53,59,59,46,62,52,61,46,59,63,61,60,18,2005-03-22
133.8,59,52,45,49,57,48,55,61,45,59,53,55,59,53,58,59,46,61,50,57,46,59,59,61,58,19,2005-03-22
131.8,59,52,45,51,59,49,56,61,45,57,51,55,59,54,54,62,48,60,50,55,47,59,57,56,57,20,2005-03-22
125.7,59,52,45,51,61,51,55,61,45,54,52,55,55,54,54,62,48,61,52,57,48,55,57,55,53,21,2005-03-22
112.6,60,50,46,52,64,54,58,63,46,54,53,55,54,54,54,63,48,61,52,59,49,54,57,54,52,22,2005-03-22
99.6,61,52,46,54,61,54,61,63,46,55,53,55,54,55,54,64,48,62,52,61,51,55,57,54,51,23,2005-03-22
91.6,61,54,45,55,59,53,63,61,46,57,54,55,54,55,54,64,48,62,52,63,55,61,57,54,52,0,2005-03-23
87.4,61,55,45,56,57,54,63,61,46,59,54,55,54,55,53,64,48,62,52,63,56,61,57,54,54,1,2005-03-23
84.9,61,57,46,57,59,54,63,59,48,61,54,55,54,56,54,63,50,62,52,61,56,63,57,55,56,2,2005-03-23
83.4,63,57,46,57,59,56,62,61,48,63,54,55,54,56,54,62,50,62,54,62,56,64,57,55,58,3,2005-03-23
85.4,61,57,47,57,57,56,60,63,48,61,53,57,54,57,54,63,50,62,54,62,57,64,57,56,60,4,2005-03-23
94.8,61,61,47,57,59,57,61,63,48,61,52,57,55,57,54,63,52,62,54,62,57,61,59,57,60,5,2005-03-23
115.8,61,61,47,58,59,58,63,63,48,61,52,57,54,57,55,65,52,62,54,63,58,63,59,57,60,6,2005-03-23
116.2,61,61,48,59,63,61,64,64,48,61,52,57,57,57,57,66,52,65,54,65,57,64,61,59,60,7,2005-03-23
107.2,63,61,49,56,66,61,64,66,50,63,56,61,59,58,59,67,54,62,54,67,59,64,61,61,61,8,2005-03-23
105,63,61,53,55,66,61,67,70,55,63,53,61,61,58,61,67,54,64,54,67,61,64,63,62,61,9,2005-03-23
102.7,64,64,56,56,66,62,67,70,55,66,53,63,61,60,62,67,55,65,57,67,61,66,63,62,62,10,2005-03-23
100.6,68,64,61,59,72,63,67,70,64,66,52,64,63,57,65,70,61,64,57,67,63,66,66,64,63,11,2005-03-23
96.8,61,66,67,63,72,65,68,72,64,66,55,64,63,57,66,71,64,65,61,68,63,66,68,70,66,12,2005-03-23
93.8,62,68,67,66,73,64,68,72,61,70,59,68,59,58,70,71,70,64,63,68,64,72,73,72,69,13,2005-03-23
90.5,63,72,68,71,73,64,71,73,57,75,61,72,54,58,69,71,72,66,64,73,67,73,75,70,71,14,2005-03-23
89.5,63,72,68,71,77,68,72,74,57,75,65,73,59,59,70,71,73,63,64,74,67,75,75,71,72,15,2005-03-23
93,63,72,63,70,73,70,71,74,61,73,67,73,59,57,72,70,72,63,61,73,69,75,75,73,73,16,2005-03-23
96.7,61,64,60,68,73,68,69,75,55,72,62,72,54,54,71,68,70,61,61,70,56,73,73,72,67,17,2005-03-23
109.8,60,57,57,66,66,67,67,72,55,68,56,64,54,54,66,65,66,61,57,67,53,66,68,62,61,18,2005-03-23
119,57,54,55,64,66,57,65,70,52,66,55,61,50,53,56,64,64,60,57,65,51,66,64,57,58,19,2005-03-23
116.4,55,52,53,62,63,54,63,66,52,64,56,61,50,53,55,63,61,60,57,64,51,61,64,56,55,20,2005-03-23
111.9,54,52,52,57,64,54,63,68,52,57,54,61,50,53,55,62,59,59,57,63,50,59,64,55,53,21,2005-03-23
100.8,53,52,52,51,64,51,63,68,52,55,50,57,50,54,52,61,57,58,54,61,49,55,61,54,52,22,2005-03-23
89.1,53,52,52,54,64,48,56,65,52,54,51,54,46,57,52,60,57,56,54,59,48,54,59,52,51,23,2005-03-23
82.3,52,52,50,52,59,49,54,63,50,52,49,52,50,55,50,62,57,58,54,56,47,51,55,50,50,0,2005-03-24
81.1,51,48,50,51,57,50,51,61,48,50,48,54,50,53,50,58,50,56,55,54,46,48,54,50,48,1,2005-03-24
81.6,50,48,49,51,55,49,51,59,48,54,50,52,46,49,50,52,52,53,55,53,46,46,52,50,48,2,2005-03-24
84.2,49,48,48,48,54,48,50,57,46,54,48,52,45,49,48,50,48,52,54,51,47,45,50,50,48,3,2005-03-24
90,49,48,47,48,54,47,47,55,46,52,47,52,43,50,48,49,48,52,54,49,46,50,48,50,48,4,2005-03-24
103.6,48,48,46,45,52,48,45,54,46,46,47,48,45,51,48,47,45,51,54,48,45,52,46,48,48,5,2005-03-24
129.1,48,48,45,45,52,48,48,55,46,50,49,46,46,51,48,52,46,53,55,48,45,52,48,48,46,6,2005-03-24
131,48,48,46,52,55,49,50,59,46,55,54,55,54,51,53,57,55,56,55,55,45,54,54,53,49,7,2005-03-24
118.2,56,52,48,58,59,49,50,64,46,59,56,59,59,51,59,61,57,58,55,60,44,57,61,59,55,8,2005-03-24
111.4,62,52,50,61,64,50,54,68,46,64,58,61,59,52,61,66,61,61,57,64,45,61,64,61,62,9,2005-03-24
106.6,66,52,53,63,66,51,59,70,46,64,58,61,59,50,61,68,63,63,57,66,45,61,68,61,61,10,2005-03-24
102.8,70,52,56,65,68,52,63,72,48,66,63,63,59,51,64,69,64,65,57,69,45,63,68,64,63,11,2005-03-24
99.1,73,54,58,67,72,53,64,73,48,66,62,63,59,53,63,71,66,60,59,68,46,63,70,63,62,12,2005-03-24
95.4,75,57,61,68,72,52,65,73,48,68,63,64,59,52,64,71,68,59,59,70,45,64,70,64,62,13,2005-03-24
92.8,76,57,63,69,72,49,63,75,48,66,63,66,59,52,66,70,70,61,61,66,46,61,72,66,60,14,2005-03-24
93.4,76,55,63,70,72,49,60,75,55,63,64,68,61,51,65,68,70,59,61,64,47,63,72,65,62,15,2005-03-24
97.8,76,57,62,68,72,49,56,75,62,64,64,66,61,50,62,68,70,54,61,60,46,61,70,64,61,16,2005-03-24
104.1,73,54,59,67,66,48,55,73,52,61,62,64,59,47,59,65,68,52,59,56,45,59,68,63,59,17,2005-03-24
123.6,70,52,55,60,61,45,54,66,48,59,60,59,57,46,55,59,64,51,55,55,44,59,63,60,55,18,2005-03-24
136.3,66,48,53,60,57,44,53,63,48,57,58,55,54,46,51,55,57,50,54,54,44,54,59,56,52,19,2005-03-24
138,62,46,50,59,55,41,51,61,45,55,56,55,50,46,49,54,54,50,52,53,44,54,55,52,52,20,2005-03-24
135.8,60,46,48,60,52,41,50,55,46,54,54,54,46,46,50,53,52,49,48,52,42,52,54,54,50,21,2005-03-24
128.9,59,46,47,59,54,40,49,54,45,52,51,52,45,46,51,53,55,48,52,50,41,52,55,51,48,22,2005-03-24
118.6,58,45,46,57,52,40,49,52,45,50,49,55,45,46,50,52,55,49,48,48,40,52,55,50,48,23,2005-03-24
111.3,56,43,43,54,52,40,48,52,46,50,49,55,45,46,50,51,54,49,48,48,40,50,54,51,49,0,2005-03-25
108.8,54,39,41,52,52,40,47,50,45,48,48,54,45,45,50,51,52,49,48,47,40,46,52,50,48,1,2005-03-25
108.9,53,39,40,51,52,41,46,50,43,48,47,52,45,43,50,51,50,49,46,46,41,45,50,50,48,2,2005-03-25
110.8,52,39,41,49,52,39,47,48,39,46,49,52,45,45,49,51,48,49,46,46,41,45,50,49,46,3,2005-03-25
115.6,51,41,42,46,52,40,48,46,42,46,49,52,45,45,49,53,48,49,45,46,42,45,50,49,45,4,2005-03-25
124.5,50,43,41,48,52,41,48,46,46,46,49,52,45,45,49,55,48,48,45,46,42,46,50,49,45,5,2005-03-25
137.3,49,43,43,48,52,43,49,46,45,48,50,52,45,46,49,56,48,50,45,47,43,46,50,49,45,6,2005-03-25
143.4,49,45,46,50,52,44,51,50,45,50,50,52,45,50,48,58,48,54,46,59,44,48,50,48,47,7,2005-03-25
142.5,56,46,52,52,52,45,54,55,48,54,49,52,46,52,49,60,52,57,48,54,46,54,52,49,48,8,2005-03-25
138.9,60,46,55,52,59,48,58,63,48,54,47,52,46,54,49,62,54,61,52,60,47,55,55,52,49,9,2005-03-25
132.6,64,48,59,58,66,48,62,68,40,59,47,54,46,53,50,65,57,61,52,67,46,59,59,50,52,10,2005-03-25
126.6,67,48,63,61,72,48,62,72,43,64,52,55,46,55,50,67,61,63,57,68,47,61,64,50,53,11,2005-03-25
120.9,69,48,65,65,73,48,64,73,46,64,55,55,50,55,52,67,64,63,61,70,47,61,66,52,54,12,2005-03-25
116.1,71,52,67,66,72,48,63,77,48,66,56,57,52,55,52,65,66,63,61,70,48,63,66,54,58,13,2005-03-25
112.5,72,52,68,68,72,49,61,77,49,68,58,63,54,53,53,66,70,63,64,71,47,64,68,57,59,14,2005-03-25
109.8,72,54,68,69,72,49,60,77,50,68,59,63,55,56,54,66,70,59,63,70,47,63,68,60,59,15,2005-03-25
113.1,71,52,68,69,70,48,59,73,50,64,59,61,54,57,57,64,72,59,63,66,46,61,68,60,58,16,2005-03-25
121.7,69,52,65,68,66,48,56,72,49,61,57,57,54,53,56,62,70,58,61,63,46,59,64,57,55,17,2005-03-25
134.6,66,48,64,65,64,48,55,66,54,57,54,55,54,52,54,61,66,53,57,58,46,55,63,53,51,18,2005-03-25
142.7,62,48,62,64,61,47,53,66,55,57,53,54,50,51,52,60,64,52,55,57,45,54,59,50,51,19,2005-03-25
140.4,59,48,57,61,61,47,52,61,54,55,50,54,48,53,50,57,63,52,54,55,46,54,55,48,48,20,2005-03-25
137.3,57,46,56,58,59,48,50,61,52,52,50,54,45,53,48,58,59,51,52,53,45,54,54,47,47,21,2005-03-25
130.8,55,46,56,56,59,48,50,59,52,52,49,52,43,53,47,56,55,51,52,52,45,54,52,45,45,22,2005-03-25
121.6,54,46,53,55,59,47,50,59,48,51,50,52,45,51,45,54,54,52,50,51,45,54,50,44,45,23,2005-03-25
112.6,53,46,54,54,57,46,49,59,48,51,49,52,45,51,45,52,52,51,50,50,45,54,48,44,46,0,2005-03-26
106.9,51,46,51,54,55,46,50,55,48,51,49,51,43,52,44,50,54,50,50,49,45,54,48,44,47,1,2005-03-26
104.2,50,46,49,53,55,46,51,55,48,51,49,50,43,50,45,50,54,50,48,48,45,52,48,45,47,2,2005-03-26
104.3,48,46,45,53,54,46,51,54,50,50,48,50,44,50,45,48,54,50,48,47,45,52,48,45,47,3,2005-03-26
106.1,48,46,46,52,52,46,51,54,48,50,48,49,44,50,45,47,52,51,48,48,45,52,48,45,47,4,2005-03-26
110.9,47,46,43,51,52,46,51,54,48,50,47,48,45,50,45,46,52,51,48,49,45,52,48,45,47,5,2005-03-26
117.4,46,46,44,51,52,46,50,54,48,50,47,48,45,52,45,48,52,52,48,50,45,52,48,45,47,6,2005-03-26
130.1,46,46,47,51,52,47,50,54,48,50,47,48,45,54,45,51,52,54,48,53,45,52,48,45,47,7,2005-03-26
139.3,55,48,51,52,52,48,52,54,48,52,47,48,45,55,45,56,54,55,48,57,47,54,48,45,49,8,2005-03-26
138.2,61,52,55,52,54,51,55,55,52,52,47,48,45,56,45,61,54,59,48,60,49,54,50,46,50,9,2005-03-26
128.7,66,52,58,53,55,54,58,59,55,55,48,52,45,56,46,65,55,62,48,62,50,55,52,47,52,10,2005-03-26
118.3,70,52,62,54,59,54,61,61,59,57,49,52,46,57,47,67,57,63,50,64,50,59,54,48,54,11,2005-03-26
109.6,73,53,67,56,66,57,62,63,55,59,50,52,48,58,48,67,59,65,52,67,51,61,54,49,55,12,2005-03-26
103.4,75,53,68,58,66,57,63,64,55,59,51,52,54,58,50,68,61,64,52,69,50,59,59,51,56,13,2005-03-26
99.4,76,54,68,60,66,55,64,68,52,63,51,52,54,53,49,69,61,64,52,69,50,61,63,52,58,14,2005-03-26
99.4,76,54,66,61,68,53,65,70,52,63,51,52,54,54,50,67,63,63,52,70,48,63,63,53,58,15,2005-03-26
103.5,75,54,64,60,70,50,63,70,58,63,51,52,54,53,51,65,61,61,52,67,46,61,61,54,57,16,2005-03-26
111.7,73,55,63,58,66,49,61,68,52,61,50,52,54,53,51,61,61,58,52,64,45,61,59,54,57,17,2005-03-26
124.9,70,55,61,55,66,48,57,64,52,57,50,52,52,52,52,59,55,55,52,62,45,59,55,53,56,18,2005-03-26
134,65,52,57,54,61,48,56,63,50,57,49,52,50,52,51,58,55,54,52,61,45,59,54,52,55,19,2005-03-26
133.8,61,52,56,54,59,48,55,63,48,57,49,52,50,52,51,57,55,54,50,58,45,55,54,53,55,20,2005-03-26
131.5,59,48,56,53,57,48,55,63,48,57,49,52,50,53,52,57,55,54,48,57,45,54,55,53,52,21,2005-03-26
126.4,57,48,55,53,57,47,54,61,48,55,49,52,50,53,51,56,54,54,48,56,45,54,55,53,51,22,2005-03-26
115.6,56,48,54,53,57,48,53,61,46,54,49,52,50,52,51,56,54,54,48,56,46,52,55,53,50,23,2005-03-26
106.3,55,48,53,52,55,48,52,61,46,54,49,52,50,52,51,57,54,53,48,54,46,52,55,53,49,0,2005-03-27
100.9,53,48,52,53,55,48,51,59,46,53,49,52,46,53,51,57,54,53,48,53,47,52,55,52,49,1,2005-03-27
98.2,51,48,51,53,55,48,50,59,46,52,49,52,46,53,51,56,52,53,48,53,46,52,55,51,49,2,2005-03-27
97.8,50,46,50,53,55,47,50,57,46,51,49,54,46,53,50,56,52,53,48,52,46,52,55,50,48,3,2005-03-27
100.6,49,48,50,52,55,48,50,57,46,50,49,54,46,55,50,56,52,53,46,52,46,50,55,50,48,4,2005-03-27
107,48,48,50,51,54,48,50,55,46,50,48,52,47,55,49,55,52,53,46,52,46,50,54,50,48,5,2005-03-27
111.9,47,48,50,51,54,49,51,55,46,50,48,52,48,56,49,54,52,54,46,52,45,52,54,49,48,6,2005-03-27
127.6,47,52,50,52,54,49,52,55,46,50,47,52,49,56,49,54,52,55,46,51,47,54,54,49,49,7,2005-03-27
145.5,51,52,50,53,55,51,54,55,46,52,47,52,49,57,49,56,52,56,46,54,49,54,54,50,50,8,2005-03-27
149.8,54,52,50,54,55,52,56,57,46,54,48,52,50,60,50,58,54,59,46,57,49,55,54,51,51,9,2005-03-27
138.3,57,54,50,55,55,55,59,59,46,55,48,54,54,63,50,59,54,61,46,61,50,59,54,52,53,10,2005-03-27
123,59,54,51,55,59,56,60,61,48,57,49,54,54,60,52,60,54,62,46,60,50,61,57,53,55,11,2005-03-27
117.7,60,57,51,55,59,58,60,63,46,57,49,55,54,63,54,62,55,64,46,63,50,61,57,56,54,12,2005-03-27
114.2,61,57,51,56,61,56,62,64,48,59,48,55,54,64,55,61,54,65,46,65,51,61,57,56,55,13,2005-03-27
111.8,62,57,51,56,61,57,63,64,48,61,48,55,54,63,55,62,54,65,46,65,50,59,59,56,56,14,2005-03-27
109.5,62,57,51,56,64,56,62,64,48,61,48,55,54,60,54,63,54,64,46,65,51,63,61,56,57,15,2005-03-27
107.8,62,57,50,56,64,55,62,64,46,61,48,55,54,56,54,63,54,63,46,64,52,63,61,56,57,16,2005-03-27
110.2,61,57,50,57,64,54,61,64,46,61,49,55,54,57,54,61,54,63,46,63,52,61,61,56,57,17,2005-03-27
119,60,57,50,57,61,53,60,64,46,59,49,55,54,55,53,61,54,62,46,62,51,61,59,55,57,18,2005-03-27
124.2,61,57,50,57,61,52,59,64,46,59,49,55,54,54,52,61,52,63,46,61,51,59,57,54,56,19,2005-03-27
123.5,58,57,50,56,61,52,60,64,46,59,49,55,52,53,53,60,52,62,45,61,52,59,59,54,56,20,2005-03-27
116.8,61,57,50,57,61,53,59,63,46,59,48,55,52,54,53,60,52,64,45,61,52,61,59,55,56,21,2005-03-27
106.8,61,57,53,57,61,54,60,63,45,59,49,55,54,54,53,61,52,63,45,61,52,59,57,55,56,22,2005-03-27
96.4,61,57,53,57,61,56,61,63,46,59,48,57,54,56,54,62,52,62,46,62,52,59,59,55,56,23,2005-03-27
87.9,62,57,52,57,61,60,62,63,46,59,46,57,54,54,54,63,52,64,46,62,52,61,59,56,56,0,2005-03-28
83.2,56,57,53,58,61,59,62,64,48,61,46,57,54,55,55,64,54,64,46,64,56,61,61,57,57,1,2005-03-28
80.7,56,57,52,59,64,57,62,64,52,61,46,57,54,56,56,65,55,63,46,65,58,64,61,57,58,2,2005-03-28
80,56,59,51,60,66,59,65,64,55,63,47,57,54,55,56,66,59,64,48,66,59,64,61,58,59,3,2005-03-28
81.7,64,59,51,62,67,60,66,68,52,64,50,59,55,54,57,66,55,65,48,67,59,64,64,59,61,4,2005-03-28
87.5,68,63,51,62,67,57,68,72,50,64,54,61,59,55,59,68,55,66,48,67,58,64,66,60,62,5,2005-03-28
94.7,70,63,49,58,68,58,69,71,50,68,53,63,59,55,62,68,55,66,48,69,59,66,68,62,63,6,2005-03-28
101.4,68,64,49,58,68,58,71,71,52,68,56,66,61,56,64,67,55,66,48,69,59,68,68,66,65,7,2005-03-28
105.8,59,66,49,59,69,59,69,70,55,68,58,63,63,58,68,68,59,66,54,68,60,70,70,68,68,8,2005-03-28
108.4,64,70,48,58,70,64,69,70,54,70,61,61,66,59,67,68,59,66,54,68,61,66,68,68,68,9,2005-03-28
108.5,66,70,50,57,66,65,70,70,52,70,63,63,68,59,67,69,57,66,57,71,64,70,68,70,70,10,2005-03-28
108.4,64,72,49,55,66,67,70,70,49,72,62,61,70,59,66,68,57,64,57,68,67,72,68,69,69,11,2005-03-28
104,61,72,49,55,66,67,68,70,46,72,60,57,64,56,65,69,57,62,57,70,69,73,64,67,71,12,2005-03-28
99.5,59,73,49,56,66,67,70,68,46,72,60,55,64,57,59,68,54,62,52,71,70,73,63,63,68,13,2005-03-28
96.5,59,72,48,54,61,66,69,63,46,68,55,57,61,55,59,68,55,64,52,68,70,72,59,59,66,14,2005-03-28
94.1,55,72,50,53,54,67,67,61,46,63,50,55,61,58,58,64,55,63,50,65,70,70,55,58,62,15,2005-03-28
95.2,54,66,50,52,52,67,64,54,46,59,51,55,59,56,55,59,52,61,48,63,68,64,52,57,57,16,2005-03-28
99.9,54,63,49,50,52,62,61,54,46,55,50,52,55,55,54,54,52,60,50,53,68,61,52,55,54,17,2005-03-28
115.8,52,57,46,50,52,60,53,54,46,52,49,52,54,56,52,53,52,56,54,51,66,55,50,54,51,18,2005-03-28
125.3,50,54,46,50,52,57,52,54,46,50,49,52,50,55,51,53,52,54,54,50,63,54,50,50,50,19,2005-03-28
122.5,50,52,47,49,52,52,52,54,45,50,49,52,50,54,49,53,52,55,54,51,60,54,50,50,51,20,2005-03-28
116.7,50,52,44,49,52,52,52,54,45,50,49,52,50,52,50,53,52,55,54,52,53,54,50,50,49,21,2005-03-28
107.6,49,52,45,48,52,52,51,52,46,50,49,52,50,52,50,53,52,54,54,52,52,52,50,50,50,22,2005-03-28
97.5,55,52,45,47,52,51,52,52,46,50,48,52,54,51,49,52,52,54,54,52,52,54,50,50,50,23,2005-03-28
90.5,49,52,48,46,50,51,52,52,46,50,49,52,54,51,49,51,52,54,54,52,52,54,48,50,50,0,2005-03-29
87.8,47,52,47,46,46,50,52,52,46,48,48,52,54,51,49,50,52,54,52,50,52,54,48,49,50,1,2005-03-29
87.3,46,52,47,45,46,50,52,50,46,50,49,52,54,53,49,49,46,53,54,49,51,54,48,49,49,2,2005-03-29
89.3,45,52,46,45,46,51,51,50,46,50,46,50,52,53,50,49,45,53,54,49,51,54,48,49,51,3,2005-03-29
94.1,44,52,46,45,47,52,51,50,46,50,47,48,50,53,49,49,46,52,54,50,51,54,48,49,52,4,2005-03-29
103.6,46,54,46,44,48,52,51,50,46,52,47,46,52,52,48,48,46,52,54,50,52,54,48,50,52,5,2005-03-29
115,50,54,46,46,48,53,52,52,46,52,53,48,54,53,49,50,52,53,54,50,53,54,48,49,53,6,2005-03-29
120,55,57,48,54,54,54,54,55,48,54,56,54,59,55,54,54,55,55,55,53,53,55,54,53,54,7,2005-03-29
115.3,61,59,51,59,55,55,58,63,52,59,59,59,59,56,59,60,59,60,57,58,54,61,61,59,58,8,2005-03-29
108.7,54,63,55,63,61,58,60,66,55,63,61,63,61,58,62,64,64,62,61,62,58,64,64,62,62,9,2005-03-29
104.3,65,64,60,67,66,63,63,68,57,66,64,66,63,58,66,67,66,65,63,65,57,68,68,66,65,10,2005-03-29
100.2,60,66,63,70,68,66,66,72,58,70,66,70,64,60,69,70,72,67,66,68,58,70,72,68,69,11,2005-03-29
96.3,62,66,66,73,72,60,68,75,58,73,72,72,70,61,71,72,75,70,66,71,57,70,75,72,71,12,2005-03-29
92.9,63,66,68,76,72,60,70,77,59,74,73,72,73,64,73,75,77,72,70,73,58,70,77,74,73,13,2005-03-29
90.3,64,66,70,77,73,61,69,79,59,75,74,72,73,64,75,76,77,71,70,74,58,71,77,75,74,14,2005-03-29
89,64,68,69,78,73,61,70,79,59,77,74,73,73,59,73,77,79,69,70,74,59,71,77,74,74,15,2005-03-29
91.1,63,68,68,77,73,61,68,79,60,75,72,73,73,60,73,77,79,71,70,74,58,71,77,75,74,16,2005-03-29
96.1,62,66,66,74,73,60,67,79,60,75,70,73,73,57,70,75,79,67,68,73,55,72,75,72,73,17,2005-03-29
108.7,60,63,62,69,70,60,64,73,61,70,65,72,64,56,67,69,72,62,64,65,53,66,66,67,66,18,2005-03-29
120.4,57,57,60,65,64,60,60,68,61,64,63,63,63,56,65,60,61,60,61,62,54,64,63,63,64,19,2005-03-29
116.9,55,54,55,63,59,57,59,63,57,64,61,57,61,56,62,59,57,59,57,60,53,61,59,58,57,20,2005-03-29
111.5,54,52,50,62,55,53,58,61,57,61,54,55,59,56,59,57,55,58,57,59,52,59,55,58,53,21,2005-03-29
101.7,53,52,47,60,55,51,56,61,55,55,55,54,54,54,56,58,52,57,54,58,53,55,54,53,54,22,2005-03-29
91.2,52,48,45,61,54,51,53,59,55,55,56,52,54,52,54,60,48,55,52,56,50,54,52,51,52,23,2005-03-29
84,51,48,45,54,52,50,51,59,52,54,53,52,54,50,49,60,48,52,50,54,49,52,48,51,50,0,2005-03-30
82.1,50,46,41,58,52,45,51,55,54,53,51,54,54,46,48,58,46,51,46,53,48,52,48,51,48,1,2005-03-30
83.3,49,46,42,52,54,46,48,54,48,52,51,52,50,46,52,57,45,50,46,51,50,48,46,53,49,2,2005-03-30
86.2,49,46,42,52,54,46,48,52,46,48,51,48,50,45,52,57,45,50,48,50,49,46,46,48,48,3,2005-03-30
90.3,48,45,41,51,54,46,47,52,52,46,50,48,46,45,48,56,45,48,46,49,48,46,45,48,45,4,2005-03-30
105.8,47,45,40,50,52,49,46,52,48,48,49,48,45,44,47,55,43,49,46,48,47,46,45,47,46,5,2005-03-30
118.1,47,48,40,49,54,49,49,52,50,48,49,48,46,47,52,55,45,52,55,51,48,50,46,49,48,6,2005-03-30
117.5,47,52,44,55,59,51,55,59,55,57,53,52,54,56,55,62,55,59,57,57,50,59,52,56,55,7,2005-03-30
109,56,57,50,61,66,55,57,64,55,59,58,63,55,57,59,66,61,61,59,60,51,61,61,59,59,8,2005-03-30
102.8,63,59,60,65,68,56,61,70,59,64,62,66,61,57,62,68,64,64,61,65,51,64,66,63,62,9,2005-03-30
99,68,63,62,68,72,58,64,73,63,68,64,68,63,58,65,69,66,65,63,68,51,68,68,65,66,10,2005-03-30
96.3,72,66,67,70,73,60,67,76,66,70,66,72,64,58,68,69,70,67,64,70,52,72,72,68,67,11,2005-03-30
92.9,75,66,69,73,77,60,70,78,70,72,69,73,68,59,70,69,72,67,68,71,54,73,73,70,70,12,2005-03-30
91.3,77,66,72,75,77,62,70,81,70,73,71,75,72,58,71,69,75,65,70,70,55,73,77,74,70,13,2005-03-30
90.2,78,66,73,78,77,61,72,81,70,75,73,74,73,57,73,68,77,64,72,71,55,73,77,74,72,14,2005-03-30
90.2,78,66,73,79,77,61,70,81,70,77,75,73,73,58,74,67,79,65,73,71,55,73,81,74,72,15,2005-03-30
92.4,77,66,73,77,73,59,68,77,70,77,76,72,73,55,74,65,79,63,73,68,56,73,79,74,73,16,2005-03-30
96.4,76,66,71,75,72,55,65,73,66,73,74,71,70,52,72,62,77,59,72,64,52,73,77,73,71,17,2005-03-30
108.1,73,63,67,70,66,50,62,70,64,70,69,70,64,48,64,60,70,56,64,58,48,64,73,69,63,18,2005-03-30
120.9,69,57,63,68,64,47,58,66,63,64,67,64,63,47,63,59,63,55,61,56,47,63,70,66,61,19,2005-03-30
118.3,66,54,61,66,61,46,56,63,61,64,65,68,63,47,62,59,55,55,57,56,47,59,68,66,62,20,2005-03-30
112.6,64,54,57,65,59,46,55,61,61,61,62,68,61,45,61,60,55,55,55,57,46,59,64,64,59,21,2005-03-30
103.2,63,52,53,63,57,45,54,59,61,57,62,64,59,47,63,60,54,54,54,57,46,55,63,63,57,22,2005-03-30
92.4,62,52,51,58,57,47,53,59,61,55,59,63,59,48,61,61,52,54,52,57,45,55,63,62,54,23,2005-03-30
84.9,61,48,49,55,57,47,53,59,61,55,57,61,59,48,60,63,52,55,59,57,45,55,61,62,53,0,2005-03-31
82.9,59,48,47,57,55,46,53,59,61,55,58,61,59,47,59,61,50,56,57,57,45,54,59,60,53,1,2005-03-31
82.3,58,48,48,55,55,46,53,59,61,55,57,57,59,48,58,61,52,58,57,57,45,54,59,60,53,2,2005-03-31
83.3,57,52,48,57,55,46,53,59,61,54,57,57,55,50,57,59,52,58,52,54,46,52,57,58,52,3,2005-03-31
87.7,56,52,52,55,55,47,50,59,61,54,56,57,55,53,56,58,52,58,55,52,46,54,57,58,51,4,2005-03-31
97.3,56,52,51,56,55,48,51,59,63,54,56,57,54,55,55,56,54,58,55,53,47,52,57,56,52,5,2005-03-31
108.3,55,52,58,57,55,51,58,59,63,55,56,57,54,57,56,56,54,61,57,55,48,54,57,57,53,6,2005-03-31
113.8,55,55,61,57,57,53,62,61,61,57,57,57,54,61,56,60,55,64,55,61,51,55,57,57,54,7,2005-03-31
110.2,63,59,60,58,59,57,66,63,57,61,57,57,59,60,58,69,57,67,55,67,55,61,59,59,58,8,2005-03-31
104.2,68,66,59,58,66,59,70,64,61,64,59,57,59,61,58,73,61,70,57,73,56,70,59,61,60,9,2005-03-31
99.2,73,70,57,56,70,60,74,72,61,66,60,57,61,60,59,73,61,71,59,74,59,73,64,62,64,10,2005-03-31
96.6,61,72,58,57,72,62,76,75,61,72,62,57,61,66,62,75,61,71,61,76,61,75,68,64,67,11,2005-03-31
92.9,61,72,59,57,73,62,76,75,63,73,63,57,63,65,62,75,59,71,63,76,60,79,68,65,70,12,2005-03-31
